,exit_time,pnl,window_start
7,2024-11-24 21:00:00,-0.014434295816146076,2024-11-14 17:00:00
8,2024-11-25 08:00:00,0.019164959597708996,2024-11-14 17:00:00
9,2024-11-26 00:00:00,0.01673460014926235,2024-11-14 17:00:00
10,2024-11-27 00:00:00,-0.018931522199922366,2024-11-14 17:00:00
11,2024-11-29 08:00:00,0.007850712212093536,2024-11-14 17:00:00
12,2024-11-30 16:00:00,-0.02379108635097489,2024-11-14 17:00:00
13,2024-12-02 19:00:00,0.030401859651100618,2024-11-14 17:00:00
14,2024-12-03 16:00:00,0.01715640833358699,2024-11-14 17:00:00
15,2024-12-04 16:00:00,0.05761006360137504,2024-11-14 17:00:00
16,2024-12-05 16:00:00,-0.03864041124152456,2024-11-14 17:00:00
17,2024-12-06 14:00:00,0.02972500109834163,2024-11-14 17:00:00
18,2024-12-09 20:00:00,-0.060244139374816444,2024-11-14 17:00:00
0,2024-12-16 09:00:00,-0.014496521484799721,2024-12-14 17:00:00
1,2024-12-18 08:00:00,-0.01051132632749907,2024-12-14 17:00:00
2,2024-12-21 08:00:00,0.0033025916850703274,2024-12-14 17:00:00
3,2024-12-23 17:00:00,0.0007679708171089334,2024-12-14 17:00:00
4,2024-12-24 10:00:00,-0.017137187426933913,2024-12-14 17:00:00
5,2024-12-25 08:00:00,-0.0035839223245520617,2024-12-14 17:00:00
6,2024-12-26 00:00:00,0.008056205275468357,2024-12-14 17:00:00
7,2024-12-26 16:00:00,0.03599334924231334,2024-12-14 17:00:00
8,2024-12-28 01:00:00,0.005249351745763828,2024-12-14 17:00:00
9,2024-12-29 16:00:00,-0.010982275720831547,2024-12-14 17:00:00
10,2024-12-31 16:00:00,0.008425686510026217,2024-12-14 17:00:00
11,2025-01-10 16:00:00,-0.02141303103171875,2024-12-14 17:00:00
12,2025-01-13 00:00:00,0.008193998787202818,2024-12-14 17:00:00
0,2025-01-25 17:00:00,0.02144185805001276,2025-01-13 17:00:00
1,2025-01-26 16:00:00,0.0008888835321519172,2025-01-13 17:00:00
2,2025-01-27 05:00:00,-0.05274110174858711,2025-01-13 17:00:00
3,2025-01-30 08:00:00,0.025793587289801034,2025-01-13 17:00:00
4,2025-02-02 01:00:00,-0.027912340695835175,2025-01-13 17:00:00
5,2025-02-04 21:00:00,0.02054939387080363,2025-01-13 17:00:00
6,2025-02-05 23:00:00,-0.010678594601256362,2025-01-13 17:00:00
7,2025-02-07 00:00:00,-0.007514743298584703,2025-01-13 17:00:00
8,2025-02-09 00:00:00,-0.011871599481241052,2025-01-13 17:00:00
9,2025-02-11 08:00:00,0.003585169962928536,2025-01-13 17:00:00
0,2025-02-14 09:00:00,0.014331263760293408,2025-02-12 17:00:00
1,2025-02-16 00:00:00,-0.001911423807393577,2025-02-12 17:00:00
2,2025-02-16 17:00:00,0.0031704359627557884,2025-02-12 17:00:00
3,2025-02-18 00:00:00,-0.007404692353544442,2025-02-12 17:00:00
4,2025-02-18 16:00:00,-0.01214109003673451,2025-02-12 17:00:00
5,2025-02-20 08:00:00,0.007925356346001283,2025-02-12 17:00:00
6,2025-02-22 16:00:00,0.03102935711631364,2025-02-12 17:00:00
7,2025-02-23 08:00:00,-0.012585197239050067,2025-02-12 17:00:00
8,2025-02-24 00:00:00,-0.0002458858661953455,2025-02-12 17:00:00
9,2025-03-01 08:00:00,0.008175039943191737,2025-02-12 17:00:00
10,2025-03-02 00:00:00,-0.008631722138197235,2025-02-12 17:00:00
11,2025-03-02 16:00:00,-0.10393249540131702,2025-02-12 17:00:00
12,2025-03-03 18:00:00,-0.0811391657345383,2025-02-12 17:00:00
13,2025-03-05 16:00:00,-0.011694609948732237,2025-02-12 17:00:00
14,2025-03-06 14:00:00,-0.006026383856974918,2025-02-12 17:00:00
15,2025-03-07 09:00:00,0.03576977017627531,2025-02-12 17:00:00
16,2025-03-08 05:00:00,0.008432132912653212,2025-02-12 17:00:00
17,2025-03-09 08:00:00,0.010382322311305921,2025-02-12 17:00:00
18,2025-03-10 08:00:00,0.006192025997726202,2025-02-12 17:00:00
19,2025-03-12 00:00:00,0.021109705959152753,2025-02-12 17:00:00
20,2025-03-13 00:00:00,0.017212671524405636,2025-02-12 17:00:00
0,2025-03-17 00:00:00,-0.015800805307994065,2025-03-14 17:00:00
1,2025-03-17 23:00:00,-0.012967685956932061,2025-03-14 17:00:00
2,2025-03-19 00:00:00,0.030495976777077927,2025-03-14 17:00:00
3,2025-03-19 15:00:00,-0.05596268810554508,2025-03-14 17:00:00
4,2025-03-21 16:00:00,0.012373080515411163,2025-03-14 17:00:00
5,2025-03-22 16:00:00,0.0023425588416450924,2025-03-14 17:00:00
6,2025-03-23 16:00:00,0.006199837789155775,2025-03-14 17:00:00
7,2025-03-24 08:00:00,0.046658689110636045,2025-03-14 17:00:00
8,2025-03-24 19:00:00,0.0008371363240626464,2025-03-14 17:00:00
9,2025-03-26 00:00:00,0.005279400632751526,2025-03-14 17:00:00
10,2025-03-27 01:00:00,0.006987918178555755,2025-03-14 17:00:00
11,2025-03-27 17:00:00,0.010028015086569583,2025-03-14 17:00:00
12,2025-04-01 09:00:00,0.029176719761564267,2025-03-14 17:00:00
13,2025-04-02 16:00:00,0.018797314516388157,2025-03-14 17:00:00
14,2025-04-03 08:00:00,0.0006426947035365088,2025-03-14 17:00:00
15,2025-04-03 16:00:00,0.02647079813134392,2025-03-14 17:00:00
16,2025-04-04 16:00:00,-0.01680258602300512,2025-03-14 17:00:00
17,2025-04-05 16:00:00,0.016115071423452042,2025-03-14 17:00:00
18,2025-04-06 08:00:00,0.006046172811834692,2025-03-14 17:00:00
19,2025-04-08 16:00:00,0.03750817294931804,2025-03-14 17:00:00
20,2025-04-09 16:00:00,0.023827206759104554,2025-03-14 17:00:00
21,2025-04-09 17:00:00,-0.08672851419520582,2025-03-14 17:00:00
22,2025-04-10 11:00:00,0.023350521145908673,2025-03-14 17:00:00
23,2025-04-11 16:00:00,0.009171473687602731,2025-03-14 17:00:00
24,2025-04-12 10:00:00,-0.01905584893582972,2025-03-14 17:00:00
0,2025-04-16 00:00:00,-0.030648216836593942,2025-04-13 17:00:00
1,2025-04-20 03:00:00,-0.005564740010605349,2025-04-13 17:00:00
2,2025-04-25 01:00:00,0.012864926871236056,2025-04-13 17:00:00
3,2025-05-06 09:00:00,0.003596584076387239,2025-04-13 17:00:00
0,2025-05-17 17:00:00,-0.012259047344872794,2025-05-13 17:00:00
1,2025-05-19 06:00:00,-0.05471260120807095,2025-05-13 17:00:00
2,2025-05-19 23:00:00,-0.05109677204769591,2025-05-13 17:00:00
3,2025-05-21 09:00:00,0.019670263522548713,2025-05-13 17:00:00
4,2025-05-21 17:00:00,0.02028922345483361,2025-05-13 17:00:00
5,2025-05-29 02:00:00,-0.050227618177614106,2025-05-13 17:00:00
6,2025-05-30 09:00:00,-0.009510679155666875,2025-05-13 17:00:00
7,2025-06-02 08:00:00,-0.012528550448692355,2025-05-13 17:00:00
8,2025-06-03 00:00:00,-0.032353705497413156,2025-05-13 17:00:00
9,2025-06-05 01:00:00,0.002413204935023367,2025-05-13 17:00:00
10,2025-06-05 08:00:00,-0.0011692678083319828,2025-05-13 17:00:00
11,2025-06-07 14:00:00,-0.014043800210415206,2025-05-13 17:00:00
12,2025-06-09 17:00:00,0.01731865454070762,2025-05-13 17:00:00
13,2025-06-10 01:00:00,-0.053147929960453956,2025-05-13 17:00:00
14,2025-06-12 09:00:00,-0.008465112928208639,2025-05-13 17:00:00
0,2025-06-19 01:00:00,0.015834801014720012,2025-06-12 17:00:00
1,2025-06-20 17:00:00,0.042034075476031274,2025-06-12 17:00:00
2,2025-06-26 17:00:00,0.0008791372073154572,2025-06-12 17:00:00
3,2025-06-28 09:00:00,-0.00924786267921883,2025-06-12 17:00:00
4,2025-06-29 17:00:00,0.0037373023620568195,2025-06-12 17:00:00
5,2025-06-30 03:00:00,0.024627532654952225,2025-06-12 17:00:00
0,2025-07-31 16:00:00,0.015249490044213387,2025-07-12 17:00:00
0,2025-08-25 10:00:00,-0.033360703163555286,2025-08-11 17:00:00
1,2025-08-30 17:00:00,-0.006504198350721223,2025-08-11 17:00:00
2,2025-09-03 01:00:00,0.015131504041899082,2025-08-11 17:00:00
0,2025-09-14 08:00:00,0.0011675962998164296,2025-09-10 17:00:00
1,2025-09-18 09:00:00,-0.023456911061438507,2025-09-10 17:00:00
2,2025-09-22 01:00:00,0.031607633085653966,2025-09-10 17:00:00
3,2025-09-28 08:00:00,-8.496431498774153e-05,2025-09-10 17:00:00
4,2025-10-01 16:00:00,-0.007769334200217688,2025-09-10 17:00:00
5,2025-10-04 16:00:00,-0.005043192358583523,2025-09-10 17:00:00
0,2025-10-15 16:00:00,0.04326410595134105,2025-10-10 17:00:00
1,2025-10-19 09:00:00,-0.004977616137955507,2025-10-10 17:00:00
2,2025-10-24 00:00:00,0.013738309178251274,2025-10-10 17:00:00
3,2025-10-26 09:00:00,-0.013530994975436257,2025-10-10 17:00:00
4,2025-10-28 20:00:00,-0.03885143703217046,2025-10-10 17:00:00
5,2025-11-03 00:00:00,0.0015158346418743254,2025-10-10 17:00:00
6,2025-11-06 17:00:00,0.02223834050825459,2025-10-10 17:00:00
7,2025-11-09 08:00:00,0.006533717335090574,2025-10-10 17:00:00
0,2025-11-11 17:00:00,-0.029993912416993812,2025-11-09 17:00:00
1,2025-11-16 09:00:00,-0.031000542755483914,2025-11-09 17:00:00
2,2025-11-17 18:00:00,-0.034878601282583084,2025-11-09 17:00:00
3,2025-11-24 17:00:00,-0.0355901218391049,2025-11-09 17:00:00
4,2025-11-26 01:00:00,0.011548114874966476,2025-11-09 17:00:00
5,2025-11-26 16:00:00,0.013428682482517591,2025-11-09 17:00:00
6,2025-11-28 08:00:00,0.022288479560833886,2025-11-09 17:00:00
7,2025-11-28 17:00:00,0.009937231668645713,2025-11-09 17:00:00
8,2025-11-29 00:00:00,0.0003855304173612644,2025-11-09 17:00:00
9,2025-12-08 00:00:00,0.010843560357316146,2025-11-09 17:00:00
10,2025-12-08 17:00:00,0.007366951144644759,2025-11-09 17:00:00
0,2025-12-12 09:00:00,0.016990610123050604,2025-12-09 17:00:00
1,2025-12-12 17:00:00,0.05692352170463001,2025-12-09 17:00:00
2,2025-12-14 13:00:00,0.0012301311281140233,2025-12-09 17:00:00
3,2025-12-15 17:00:00,-0.06454150529963312,2025-12-09 17:00:00
4,2025-12-17 16:00:00,0.021090225563909788,2025-12-09 17:00:00
5,2025-12-18 17:00:00,0.006497594793435323,2025-12-09 17:00:00
6,2025-12-19 20:00:00,-0.05269594492491832,2025-12-09 17:00:00
7,2025-12-21 16:00:00,0.005968708388814859,2025-12-09 17:00:00
8,2025-12-22 09:00:00,0.006379057633197635,2025-12-09 17:00:00
9,2025-12-23 17:00:00,0.03871606895185251,2025-12-09 17:00:00
10,2025-12-26 09:00:00,0.006827903637145642,2025-12-09 17:00:00
11,2025-12-27 17:00:00,0.0019982959736389674,2025-12-09 17:00:00
12,2025-12-28 16:00:00,-0.004914063647198189,2025-12-09 17:00:00
13,2025-12-29 01:00:00,0.012991382122662034,2025-12-09 17:00:00
14,2025-12-29 16:00:00,0.014911353763062052,2025-12-09 17:00:00
15,2025-12-30 09:00:00,0.016669504512174294,2025-12-09 17:00:00
16,2025-12-31 04:00:00,0.0024757963195626022,2025-12-09 17:00:00
17,2026-01-01 00:00:00,0.0009808894517432869,2025-12-09 17:00:00
18,2026-01-01 17:00:00,-0.002050718421616948,2025-12-09 17:00:00
19,2026-01-02 05:00:00,0.008734500608606055,2025-12-09 17:00:00
20,2026-01-07 01:00:00,0.008117654734055972,2025-12-09 17:00:00
21,2026-01-08 01:00:00,0.007518892406870514,2025-12-09 17:00:00
0,2026-01-10 17:00:00,-0.003146030973810044,2026-01-08 17:00:00
1,2026-01-11 01:00:00,0.000763025590455755,2026-01-08 17:00:00
2,2026-01-12 16:00:00,0.0049462841882606185,2026-01-08 17:00:00
3,2026-01-13 17:00:00,-0.013248071573997051,2026-01-08 17:00:00
4,2026-01-14 00:00:00,0.04541295221923496,2026-01-08 17:00:00
5,2026-01-16 00:00:00,-0.004767587673332338,2026-01-08 17:00:00
6,2026-01-17 17:00:00,-0.008053666817495767,2026-01-08 17:00:00
7,2026-01-19 00:00:00,-0.0297321299115557,2026-01-08 17:00:00
8,2026-01-19 09:00:00,-0.0008107619291144324,2026-01-08 17:00:00
9,2026-01-22 17:00:00,0.01713673214066452,2026-01-08 17:00:00
10,2026-01-23 08:00:00,-0.011523514655088041,2026-01-08 17:00:00
11,2026-01-24 06:00:00,0.008609176203594382,2026-01-08 17:00:00
12,2026-01-25 01:00:00,-0.0018239854081167656,2026-01-08 17:00:00
13,2026-01-25 17:00:00,0.023937871174052158,2026-01-08 17:00:00
14,2026-01-29 15:00:00,-0.05847212406491261,2026-01-08 17:00:00
15,2026-02-04 08:00:00,0.005379440328787173,2026-01-08 17:00:00
16,2026-02-04 16:00:00,0.055559241810983526,2026-01-08 17:00:00
17,2026-02-05 01:00:00,0.006323036931219409,2026-01-08 17:00:00
