,exit_time,pnl,window_start
0,2024-08-19 17:00:00,-0.011462998203531173,2024-08-16 20:00:00
1,2024-08-21 01:00:00,-0.004404657887170499,2024-08-16 20:00:00
2,2024-08-21 08:00:00,0.0027229368717904996,2024-08-16 20:00:00
3,2024-08-22 17:00:00,0.01250861484459798,2024-08-16 20:00:00
4,2024-08-23 08:00:00,0.019225559173402417,2024-08-16 20:00:00
5,2024-08-27 01:00:00,0.011148261517934183,2024-08-16 20:00:00
6,2024-08-31 00:00:00,0.005616421710139357,2024-08-16 20:00:00
7,2024-08-31 08:00:00,-0.0044053599558856365,2024-08-16 20:00:00
8,2024-09-03 20:00:00,0.017381453539007954,2024-08-16 20:00:00
9,2024-09-05 00:00:00,0.01501102029715781,2024-08-16 20:00:00
10,2024-09-05 08:00:00,0.0171342853817605,2024-08-16 20:00:00
11,2024-09-06 20:00:00,-0.053814574600226456,2024-08-16 20:00:00
12,2024-09-08 00:00:00,-0.008083921367874013,2024-08-16 20:00:00
13,2024-09-08 08:00:00,-0.006326483491110598,2024-08-16 20:00:00
14,2024-09-10 04:00:00,-0.0016985171815832884,2024-08-16 20:00:00
15,2024-09-11 08:00:00,-0.009189913757815618,2024-08-16 20:00:00
16,2024-09-12 16:00:00,0.0018062246072187737,2024-08-16 20:00:00
17,2024-09-13 17:00:00,-0.026759081417321813,2024-08-16 20:00:00
0,2024-09-22 00:00:00,-0.003219680142159045,2024-09-15 20:00:00
1,2024-09-23 16:00:00,-0.0041652485092218555,2024-09-15 20:00:00
2,2024-09-25 12:00:00,-0.002757312876690311,2024-09-15 20:00:00
3,2024-09-27 08:00:00,-0.040713491972257466,2024-09-15 20:00:00
4,2024-09-28 04:00:00,0.001974606391786344,2024-09-15 20:00:00
5,2024-09-30 00:00:00,0.004579032095952674,2024-09-15 20:00:00
6,2024-10-04 08:00:00,-0.015630699518924467,2024-09-15 20:00:00
7,2024-10-05 08:00:00,0.011420554655000007,2024-09-15 20:00:00
8,2024-10-07 08:00:00,-0.02397819882519337,2024-09-15 20:00:00
9,2024-10-09 08:00:00,0.004157542782776861,2024-09-15 20:00:00
10,2024-10-09 16:00:00,-0.005405954208520322,2024-09-15 20:00:00
11,2024-10-15 13:00:00,-0.08029653946807477,2024-09-15 20:00:00
0,2024-10-26 13:00:00,0.002367537760728842,2024-10-15 20:00:00
1,2024-10-28 09:00:00,0.010523002461983762,2024-10-15 20:00:00
2,2024-11-13 16:00:00,0.04788732394366197,2024-10-15 20:00:00
0,2024-11-17 08:00:00,-0.004110463605247241,2024-11-14 20:00:00
1,2024-11-18 21:00:00,0.0058193709855538355,2024-11-14 20:00:00
2,2024-11-25 08:00:00,-0.0015297587637118633,2024-11-14 20:00:00
3,2024-11-25 16:00:00,-0.023476098062499322,2024-11-14 20:00:00
4,2024-11-29 08:00:00,-0.005278603494218186,2024-11-14 20:00:00
5,2024-12-07 08:00:00,0.00854924519813655,2024-11-14 20:00:00
6,2024-12-09 08:00:00,0.0075781415255384245,2024-11-14 20:00:00
7,2024-12-14 08:00:00,0.004955130286382876,2024-11-14 20:00:00
0,2024-12-18 16:00:00,-0.007890347299628647,2024-12-14 20:00:00
1,2024-12-21 17:00:00,-0.01069153573238724,2024-12-14 20:00:00
2,2024-12-23 00:00:00,-0.013835331503109907,2024-12-14 20:00:00
3,2024-12-24 00:00:00,0.012702505219877569,2024-12-14 20:00:00
4,2024-12-26 08:00:00,-0.031809983089743976,2024-12-14 20:00:00
5,2024-12-27 00:00:00,-0.0008761082769703675,2024-12-14 20:00:00
6,2024-12-29 00:00:00,0.004154511173731233,2024-12-14 20:00:00
7,2024-12-30 00:00:00,0.016182885943963436,2024-12-14 20:00:00
8,2025-01-04 07:00:00,0.0041247310157947895,2024-12-14 20:00:00
9,2025-01-05 00:00:00,0.0052078407771997135,2024-12-14 20:00:00
10,2025-01-11 08:00:00,-0.004589030600122384,2024-12-14 20:00:00
11,2025-01-12 00:00:00,4.161013652579677e-05,2024-12-14 20:00:00
12,2025-01-13 16:00:00,0.03896566279587014,2024-12-14 20:00:00
0,2025-01-23 08:00:00,-0.006957898588135056,2025-01-13 20:00:00
1,2025-01-24 08:00:00,0.02195452480425587,2025-01-13 20:00:00
2,2025-01-26 16:00:00,0.0008795548717322805,2025-01-13 20:00:00
3,2025-01-30 08:00:00,0.009939530525241576,2025-01-13 20:00:00
4,2025-01-31 08:00:00,-0.006691519244133347,2025-01-13 20:00:00
5,2025-02-02 06:00:00,-0.017170692880636988,2025-01-13 20:00:00
6,2025-02-05 09:00:00,-0.004539711979030788,2025-01-13 20:00:00
7,2025-02-06 16:00:00,-0.02055936855475784,2025-01-13 20:00:00
8,2025-02-07 16:00:00,-0.012845419298836997,2025-01-13 20:00:00
9,2025-02-08 14:00:00,-0.017748763488772062,2025-01-13 20:00:00
10,2025-02-09 16:00:00,0.001303123187805448,2025-01-13 20:00:00
11,2025-02-12 08:00:00,-6.838578924616868e-05,2025-01-13 20:00:00
0,2025-02-15 16:00:00,0.0006618386947978181,2025-02-12 20:00:00
1,2025-02-16 16:00:00,-0.0011446642815549028,2025-02-12 20:00:00
2,2025-02-19 16:00:00,0.010173591460833806,2025-02-12 20:00:00
3,2025-02-20 16:00:00,0.007193818984000452,2025-02-12 20:00:00
4,2025-02-24 08:00:00,0.0009326088209557196,2025-02-12 20:00:00
5,2025-02-25 08:00:00,0.06396181154354406,2025-02-12 20:00:00
6,2025-03-07 16:00:00,0.019971537212662458,2025-02-12 20:00:00
7,2025-03-08 09:00:00,0.009034346937740169,2025-02-12 20:00:00
8,2025-03-12 00:00:00,-0.017956334356920404,2025-02-12 20:00:00
9,2025-03-14 15:00:00,-0.03952318010151985,2025-02-12 20:00:00
0,2025-03-16 16:00:00,0.007521565626766698,2025-03-14 20:00:00
1,2025-03-17 16:00:00,0.0011767005393479835,2025-03-14 20:00:00
2,2025-03-19 00:00:00,-0.015473019373741612,2025-03-14 20:00:00
3,2025-03-19 08:00:00,0.0035492913688971676,2025-03-14 20:00:00
4,2025-03-20 00:00:00,-0.031226184020933887,2025-03-14 20:00:00
5,2025-03-21 08:00:00,-0.0008456070825031876,2025-03-14 20:00:00
6,2025-03-21 16:00:00,-0.0008765528016840546,2025-03-14 20:00:00
7,2025-03-22 16:00:00,-0.0025961353015486223,2025-03-14 20:00:00
8,2025-03-23 00:00:00,0.0015925648613636634,2025-03-14 20:00:00
9,2025-03-26 17:00:00,0.015799730171977458,2025-03-14 20:00:00
10,2025-03-27 17:00:00,0.005331037126023631,2025-03-14 20:00:00
11,2025-03-31 16:00:00,-0.012212336272867653,2025-03-14 20:00:00
12,2025-04-02 08:00:00,-0.005522899727883436,2025-03-14 20:00:00
13,2025-04-04 00:00:00,0.0021775241491548882,2025-03-14 20:00:00
14,2025-04-04 16:00:00,0.004170925334198916,2025-03-14 20:00:00
15,2025-04-05 10:00:00,-0.002983594487287229,2025-03-14 20:00:00
16,2025-04-06 08:00:00,0.0035569270277625025,2025-03-14 20:00:00
