date,0
2023-11-01,1.0
2023-11-02,1.0
2023-11-03,1.0
2023-11-04,1.0
2023-11-05,1.0
2023-11-06,1.0
2023-11-07,1.0
2023-11-08,1.0
2023-11-09,1.0
2023-11-10,1.0
2023-11-11,1.0
2023-11-12,1.0
2023-11-13,1.0
2023-11-14,1.0
2023-11-15,1.0
2023-11-16,1.0
2023-11-17,1.0
2023-11-18,1.0
2023-11-19,1.0
2023-11-20,1.0
2023-11-21,1.0
2023-11-22,1.0
2023-11-23,1.0
2023-11-24,1.0
2023-11-25,1.0
2023-11-26,1.0
2023-11-27,1.0
2023-11-28,1.0
2023-11-29,1.0
2023-11-30,1.0
2023-12-01,1.0
2023-12-02,1.0
2023-12-03,1.0
2023-12-04,1.0
2023-12-05,1.0
2023-12-06,1.0
2023-12-07,1.0
2023-12-08,1.0
2023-12-09,1.0
2023-12-10,1.0
2023-12-11,1.0
2023-12-12,1.0
2023-12-13,1.0
2023-12-14,1.0
2023-12-15,1.0
2023-12-16,1.0
2023-12-17,1.0
2023-12-18,1.0
2023-12-19,1.0
2023-12-20,1.0
2023-12-21,1.0
2023-12-22,1.0
2023-12-23,1.0
2023-12-24,1.0
2023-12-25,1.0
2023-12-26,1.0
2023-12-27,1.0
2023-12-28,1.0
2023-12-29,1.0
2023-12-30,1.0
2023-12-31,1.0
2024-01-01,1.0
2024-01-02,1.0
2024-01-03,1.0
2024-01-04,1.0
2024-01-05,1.0
2024-01-06,1.0
2024-01-07,1.0
2024-01-08,1.0
2024-01-09,1.0
2024-01-10,1.0
2024-01-11,1.0
2024-01-12,1.0
2024-01-13,1.0
2024-01-14,1.0
2024-01-15,1.0
2024-01-16,1.0
2024-01-17,1.0
2024-01-18,1.0
2024-01-19,1.0
2024-01-20,1.0
2024-01-21,1.0
2024-01-22,1.0
2024-01-23,1.0
2024-01-24,1.0
2024-01-25,1.0
2024-01-26,1.0
2024-01-27,1.0
2024-01-28,1.0
2024-01-29,1.0
2024-01-30,1.0030812220599548
2024-01-31,1.0954362584290334
2024-02-01,1.0470648448857114
2024-02-02,1.0012490332123898
2024-02-03,0.9965202347482347
2024-02-04,1.0169762642280407
2024-02-05,0.9956134828502345
2024-02-06,1.0111310252682046
2024-02-07,0.9309332185416975
2024-02-08,0.8650892010277518
2024-02-09,0.8822010985504479
2024-02-10,0.8764406376545572
2024-02-11,0.8977630443872401
2024-02-12,0.8829417817221419
2024-02-13,0.9098348882893005
2024-02-14,0.9037796545242613
2024-02-15,0.9488911263947918
2024-02-16,0.933168877584655
2024-02-17,0.9368199134013883
2024-02-18,0.9258675265692594
2024-02-19,0.922565060110588
2024-02-20,0.9604453277551156
2024-02-21,0.9921285399855938
2024-02-22,1.0151245429393367
2024-02-23,1.0503700227499986
2024-02-24,1.0055214263385783
2024-02-25,1.0230094604809814
2024-02-26,0.9867440609183517
2024-02-27,1.005795960463181
2024-02-28,1.035076455806312
2024-02-29,1.0340413793505057
2024-03-01,1.0340413793505057
